Census year,Occupation,Total Weight,Female,Male,,,,
2008,inspector,362071,0.330973759,0.669026241,,,,
1900,bookbinder,24336.65,0.419960019,0.580039981,,,,
1860,musician,12688.62,0.367564794,0.632435206,,,,
2008,conservationist,51876,0.134031151,0.865968849,,,,
1970,geologist,50900,0.055009823,0.944990177,,,,
2010,optometrist,36585,0.416700834,0.583299166,,,,
1990,mason,312455,0.016015106,0.983984894,,,,
1950,eletrotyper,20775,0.077930205,0.922069795,,,,
1960,chiropractor,16200,0.122222222,0.877777778,,,,
1880,constable,6677.09,0,1,,,,
1920,compositor,149097.15,0.074787882,0.925212118,,,,
2002,physicist,25858,0.095328332,0.904671668,,,,
1880,manager,704725.26,0.053332429,0.946667571,,,,
1920,proprietor,2310526.9,0.064618261,0.935381739,,,,
2004,statistician,56276,0.406851944,0.593148056,,,,
1960,psychologist,13900,0.397122302,0.602877698,,,,
2008,athlete,382691,0.372274237,0.627725763,,,,
2003,police,1010817,0.163602314,0.836397686,,,,
2015,gardener,1849854,0.071098043,0.928901957,,,,
1870,bartender,16774.35,0,1,,,,
2013,operator,1517543,0.395585496,0.604414504,,,,
2012,mason,203040,0.008722419,0.991277581,,,,
1950,paperhanger,25897,0.119087153,0.880912847,,,,
1940,upholsterer,40836,0.053874033,0.946125967,,,,
2014,cabinetmaker,66426,0.03671755,0.96328245,,,,
2014,author,285322,0.587704418,0.412295582,,,,
2011,mechanic,12670968,0.24608696,0.75391304,,,,
2005,smith,166799,0.05651113,0.94348887,,,,
2012,manager,20862221,0.390057128,0.609942872,,,,
2002,veterinarian,70802,0.390808169,0.609191831,,,,
1870,instructor,2132.45,0,1,,,,
1850,inspector,751.2,0,1,,,,
1940,architect,112759,0.020397485,0.979602515,,,,
1930,huckster,54999.22,0.034463398,0.965536602,,,,
1960,professor,201900,0.265279842,0.734720158,,,,
2009,administrator,528764,0.53760846,0.46239154,,,,
2011,pilot,136944,0.049662636,0.950337364,,,,
1850,physician,42876.96,0,1,,,,
1880,craftsperson,102551.99,0.003338794,0.996661206,,,,
1980,newsperson,538900,0.468064576,0.531935424,,,,
2015,driver,5639552,0.127968676,0.872031324,,,,
2005,farmer,932955,0.161063503,0.838936497,,,,
1930,cabinetmaker,58362.98,0.005590187,0.994409813,,,,
2001,paperhanger,21930,0.35248518,0.64751482,,,,
1870,bailiff,3215.31,0,1,,,,
1970,cashier,2874900,0.871786845,0.128213155,,,,
2001,farmer,994359,0.147474906,0.852525094,,,,
1920,unemployed,13568.65,0.230318418,0.769681582,,,,
2009,mailperson,824931,0.279617326,0.720382674,,,,
2013,entertainer,336139,0.562404243,0.437595757,,,,
1900,cook,278570.67,0.739266377,0.260733623,,,,
2008,chemist,102354,0.354915294,0.645084706,,,,
1960,proprietor,5160540,0.167800269,0.832199731,,,,
1850,housekeeper,10005.8,0,1,,,,
1960,guard,368420,0.045980131,0.954019869,,,,
2003,sales,8335559,0.450672954,0.549327046,,,,
2002,housekeeper,162337,0.811460111,0.188539889,,,,
2002,soldier,769117,0.125049895,0.874950105,,,,
2013,janitor,5813699,0.52594639,0.47405361,,,,
1880,stereotyper,648.13,0,1,,,,
1850,plumber,1526.66,0,1,,,,
2005,guard,1808634,0.256737958,0.743262042,,,,
2000,welder,790602,0.07993529,0.92006471,,,,
2005,mechanic,13369301,0.271351733,0.728648267,,,,
1970,bankteller,722900,0.875501452,0.124498548,,,,
2013,scientist,770219,0.43288727,0.56711273,,,,
2011,veterinarian,74883,0.528037071,0.471962929,,,,
1960,eletrotyper,9900,0.014141414,0.985858586,,,,
2002,optometrist,31201,0.268356783,0.731643217,,,,
1960,laborer,7102820,0.147679372,0.852320628,,,,
2013,tradesperson,6009818,0.038310478,0.961689522,,,,
2008,clerical,13530785,0.699098315,0.300901685,,,,
2015,housekeeper,160547,0.743352414,0.256647586,,,,
2014,bartender,545263,0.603173148,0.396826852,,,,
1950,cashier,247531,0.807393821,0.192606179,,,,
1940,tailor,118168,0.138666983,0.861333017,,,,
1990,physicist,42448,0.123751413,0.876248587,,,,
1900,typesetter,114349.25,0.109612262,0.890387738,,,,
2001,soldier,797746,0.141734336,0.858265664,,,,
2002,weaver,27958,0.70430646,0.29569354,,,,
2007,photographer,244756,0.412296328,0.587703672,,,,
2005,surveyor,147471,0.132581999,0.867418001,,,,
2014,carpenter,1516577,0.020952448,0.979047552,,,,
2007,waitstaff,2884338,0.743808111,0.256191889,,,,
1920,dentist,57529.44,0.01789814,0.98210186,,,,
2013,weaver,11410,0.670376862,0.329623138,,,,
2006,clerk,769947,0.303078004,0.696921996,,,,
2012,electrician,993493,0.02129557,0.97870443,,,,
2006,waitstaff,2839757,0.744686957,0.255313043,,,,
1950,compositor,186394,0.063918366,0.936081634,,,,
2002,lawyer,999979,0.315072617,0.684927383,,,,
1920,machinist,825212.9,0.007879191,0.992120809,,,,
2000,toolmaker,143377,0.033052721,0.966947279,,,,
2008,entertainer,293792,0.551628363,0.448371637,,,,
2015,guard,1942441,0.254755743,0.745244257,,,,
2007,gardener,1776028,0.075055123,0.924944877,,,,
1980,dancer,17660,0.778029445,0.221970555,,,,
1880,conductor,19636.92,0.000496004,0.999503996,,,,
2014,sheriff,17882,0.269377027,0.730622973,,,,
2009,pharmacist,279431,0.538490719,0.461509281,,,,
1940,electrician,217376,0.008634808,0.991365192,,,,
1980,pharmacist,164240,0.251704822,0.748295178,,,,
2008,designer,967008,0.563947765,0.436052235,,,,
2004,lumberjack,69359,0.103980738,0.896019262,,,,
2011,machinist,433226,0.051146515,0.948853485,,,,
2015,welder,761642,0.052389443,0.947610557,,,,
2014,janitor,5889048,0.536221135,0.463778865,,,,
1940,plasterer,59828,0.015043124,0.984956876,,,,
2001,electrician,872516,0.028824686,0.971175314,,,,
